Date,Close,High,Low,Open,Volume
9/16/1991,12.6029,12.7406,12.6029,12.6029,6500
9/17/1991,12.6029,12.6029,12.6029,12.6029,0
9/18/1991,12.6717,12.8783,12.6717,12.6717,3400
9/19/1991,12.7406,12.8783,12.7406,12.7406,14900
9/20/1991,12.7406,12.8783,12.7406,12.7406,6000
9/23/1991,12.8095,12.9472,12.8095,12.8095,1700
9/24/1991,13.0849,13.2227,13.0849,13.0849,4300
9/25/1991,13.2227,13.2915,13.2227,13.2227,11900
9/26/1991,13.2227,13.3604,13.2227,13.2227,2300
9/27/1991,13.0161,13.1538,13.0161,13.1538,7800
9/30/1991,13.0849,13.2227,13.0849,13.0849,6900
10/1/1991,13.1538,13.2915,13.1538,13.1538,2400
10/2/1991,13.2915,13.3604,13.2915,13.2915,8100
10/3/1991,13.4293,13.4981,13.4293,13.4293,21400
10/4/1991,13.2227,13.3604,13.2227,13.3604,3500
10/7/1991,13.2227,13.4293,13.2227,13.2227,25100
10/8/1991,13.1538,13.2227,13.1538,13.2227,29400
10/9/1991,13.2227,13.2915,13.2227,13.2227,67000
10/10/1991,13.2227,13.3604,13.2227,13.2227,2000
10/11/1991,13.4293,13.4981,13.4293,13.4293,4600
10/14/1991,13.2915,13.4293,13.2915,13.4293,4800
10/15/1991,13.1538,13.2915,13.1538,13.2915,1700
10/16/1991,13.3604,13.4981,13.3604,13.3604,52000
10/17/1991,13.3604,13.4293,13.3604,13.3604,33600
10/18/1991,13.4981,13.567,13.4981,13.4981,23500
10/21/1991,13.2915,13.4293,13.2915,13.4293,35500
10/22/1991,13.2915,13.3604,13.2915,13.2915,38100
10/23/1991,13.2227,13.2915,13.2227,13.2915,7800
10/24/1991,13.2227,13.2915,13.2227,13.2227,16400
10/25/1991,13.1538,13.2915,13.1538,13.2227,7600
10/28/1991,13.0849,13.2227,13.0849,13.1538,28300
10/29/1991,13.2227,13.2915,13.2227,13.2227,10300
10/30/1991,13.2227,13.2915,13.2227,13.2227,4900
10/31/1991,13.2227,13.3604,13.2227,13.2227,23400
11/1/1991,13.567,13.6359,13.567,13.567,10700
11/4/1991,13.6359,13.7047,13.6359,13.6359,3700
11/5/1991,13.1538,13.2915,13.1538,13.2915,60000
11/6/1991,13.2227,13.3604,13.2227,13.2227,4500
11/7/1991,13.1538,13.2227,13.1538,13.2227,28400
11/8/1991,13.0849,13.2227,13.0849,13.1538,9700
11/12/1991,13.2227,13.4293,13.2227,13.2227,5900
11/13/1991,13.2227,13.3604,13.2227,13.2227,10100
11/14/1991,13.1538,13.2915,13.1538,13.2227,17400
11/15/1991,12.534,12.6717,12.534,12.6717,49400
11/18/1991,12.7406,12.8783,12.7406,12.7406,13900
11/19/1991,12.4651,12.6029,12.4651,12.6029,6900
11/20/1991,12.534,12.6717,12.534,12.534,2500
11/21/1991,12.534,12.6717,12.534,12.534,1200
11/22/1991,12.3963,12.6029,12.3963,12.534,9300
11/25/1991,12.4651,12.6029,12.4651,12.4651,3200
11/26/1991,12.3274,12.4651,12.3274,12.4651,4600
11/27/1991,12.3274,12.3963,12.3274,12.3274,6900
11/29/1991,12.2585,12.3963,12.2585,12.3274,5500
12/2/1991,12.2585,12.3274,12.2585,12.2585,11000
12/3/1991,12.3963,12.534,12.3963,12.3963,7500
12/4/1991,12.3274,12.4651,12.3274,12.3963,29700
12/5/1991,12.3963,12.4651,12.3963,12.3963,57000
12/6/1991,12.3963,12.534,12.3963,12.3963,10500
12/9/1991,12.3963,12.534,12.3963,12.3963,10200
12/10/1991,12.3274,12.4651,12.3274,12.3963,4200
12/11/1991,12.3274,12.4651,12.3274,12.3274,10000
12/12/1991,12.534,12.6717,12.534,12.534,8900
12/13/1991,12.7406,12.8095,12.7406,12.7406,31900
12/16/1991,12.6717,12.8095,12.6717,12.7406,6400
12/17/1991,12.6029,12.7406,12.6029,12.6717,6500
12/18/1991,12.4651,12.6029,12.4651,12.6029,10400
12/19/1991,12.3274,12.3963,12.3274,12.3963,2800
12/20/1991,12.2585,12.4651,12.2585,12.3274,20200
12/23/1991,12.3963,12.534,12.3963,12.3963,5400
12/24/1991,12.534,12.6029,12.534,12.534,95100
12/26/1991,12.8783,13.0161,12.8783,12.8783,50500
12/27/1991,12.8783,12.9472,12.8783,12.8783,4100
12/30/1991,13.0849,13.2227,13.0849,13.0849,29600
12/31/1991,13.1538,13.3604,13.1538,13.1538,46700
1/2/1992,13.2915,13.4293,13.2915,13.2915,13700
1/3/1992,13.567,13.7047,13.567,13.567,36300
1/6/1992,13.6359,13.7736,13.6359,13.6359,34700
1/7/1992,13.2915,13.4293,13.2915,13.4293,15200
1/8/1992,12.8783,13.0161,12.8783,13.0161,12500
1/9/1992,12.7406,12.8783,12.7406,12.8783,7600
1/10/1992,12.3274,12.4651,12.3274,12.4651,17200
1/13/1992,12.0519,12.1896,12.0519,12.1896,6300
1/14/1992,12.4651,12.534,12.4651,12.4651,31800
1/15/1992,12.3963,12.534,12.3963,12.4651,16900
1/16/1992,12.1208,12.2585,12.1208,12.2585,8600
1/17/1992,12.3963,12.534,12.3963,12.3963,30200
1/20/1992,12.3963,12.6029,12.3963,12.3963,4700
1/21/1992,12.6717,12.8783,12.6717,12.6717,4000
1/22/1992,13.0849,13.1538,13.0849,13.0849,5800
1/23/1992,12.8783,13.0161,12.8783,13.0161,6600
1/24/1992,12.8095,12.9472,12.8095,12.8783,13000
1/27/1992,12.4651,12.6029,12.4651,12.6029,11800
1/28/1992,12.534,12.6717,12.534,12.534,5900
1/29/1992,12.534,12.6717,12.534,12.534,4100
1/31/1992,12.7406,12.8095,12.7406,12.7406,2200
2/3/1992,12.6717,12.8095,12.6717,12.7406,21800
2/4/1992,12.6717,12.7406,12.6717,12.6717,2800
2/5/1992,12.6717,12.8095,12.6717,12.6717,11300
2/6/1992,12.7406,12.8095,12.7406,12.7406,8000
2/7/1992,12.7406,12.8095,12.7406,12.7406,6100
2/10/1992,12.6029,12.7406,12.6029,12.7406,9500
2/11/1992,12.534,12.6717,12.534,12.6029,38300
2/12/1992,12.4651,12.6029,12.4651,12.534,2400
2/13/1992,12.3963,12.534,12.3963,12.4651,3200
2/14/1992,12.1208,12.1897,12.1208,12.1897,42400
2/18/1992,12.1208,12.2585,12.1208,12.1208,7300
2/19/1992,12.3274,12.4651,12.3274,12.3274,84800
2/20/1992,12.3274,12.4651,12.3274,12.3274,17900
2/21/1992,12.3274,12.4651,12.3274,12.3274,3400
2/24/1992,12.2585,12.3963,12.2585,12.3274,6300
2/25/1992,12.2585,12.3963,12.2585,12.2585,5400
2/26/1992,12.2585,12.3963,12.2585,12.2585,7500
2/27/1992,12.2585,12.3963,12.2585,12.2585,6000
2/28/1992,12.3274,12.4651,12.3274,12.3274,5300
3/2/1992,12.3274,12.3963,12.3274,12.3274,11900
3/3/1992,11.6387,11.7764,11.6387,11.7764,11900
3/4/1992,11.501,11.5698,11.501,11.5698,9800
3/5/1992,11.2944,11.501,11.2944,11.501,7500
3/6/1992,11.2255,11.3632,11.2255,11.2944,2400
3/9/1992,10.95,11.0878,10.95,11.0878,14500
3/10/1992,11.0878,11.2255,11.0878,11.0878,8800
3/11/1992,10.8812,11.0189,10.8812,11.0189,11000
3/12/1992,10.6746,10.7434,10.6746,10.7434,9400
3/13/1992,10.4679,10.6746,10.4679,10.6746,18500
3/16/1992,10.3991,10.5368,10.3991,10.4679,26400
3/17/1992,10.6057,10.7434,10.6057,10.6057,9100
3/18/1992,10.8123,10.8812,10.8123,10.8123,42400
3/19/1992,11.3632,11.501,11.3632,11.3632,17300
3/20/1992,11.2944,11.4321,11.2944,11.3632,26000
3/23/1992,11.2255,11.3632,11.2255,11.2944,22300
3/24/1992,11.2944,11.4321,11.2944,11.2944,47000
3/25/1992,11.4321,11.5698,11.4321,11.4321,30900
3/26/1992,11.2255,11.3632,11.2255,11.3632,11000
3/27/1992,11.1566,11.3632,11.1566,11.2255,16900
3/30/1992,11.2944,11.4321,11.2944,11.2944,49500
3/31/1992,11.3632,11.4321,11.3632,11.3632,29100
4/1/1992,11.0189,11.1566,11.0189,11.1566,7900
4/2/1992,11.0878,11.1566,11.0878,11.0878,26000
4/3/1992,11.2255,11.2944,11.2255,11.2255,14500
4/6/1992,11.3632,11.501,11.3632,11.3632,111500
4/7/1992,11.1566,11.2944,11.1566,11.2944,9900
4/8/1992,11.0878,11.2255,11.0878,11.1566,12300
4/9/1992,11.3632,11.501,11.3632,11.3632,33200
4/10/1992,11.5698,11.7076,11.5698,11.5698,15200
4/13/1992,11.501,11.5698,11.501,11.5698,15900
4/14/1992,11.6387,11.7764,11.6387,11.6387,10400
4/15/1992,11.8453,11.9142,11.8453,11.8453,30300
4/16/1992,11.9142,12.0519,11.9142,11.9142,27400
4/20/1992,11.5698,11.7076,11.5698,11.7076,21500
4/21/1992,11.6387,11.7764,11.6387,11.6387,36900
4/22/1992,11.5698,11.7764,11.5698,11.6387,27600
4/23/1992,11.6387,11.8453,11.6387,11.6387,27500
4/24/1992,11.7764,11.9142,11.7764,11.7764,17200
4/27/1992,11.983,12.1208,11.983,11.983,12800
4/28/1992,12.1897,12.2585,12.1897,12.1897,130100
4/29/1992,12.1897,12.2585,12.1897,12.1897,88900
4/30/1992,12.2585,12.3274,12.2585,12.2585,31000
5/1/1992,12.1897,12.2585,12.1897,12.2585,57100
5/4/1992,12.2585,12.3274,12.2585,12.2585,34800
5/5/1992,12.2585,12.3963,12.2585,12.2585,63000
5/6/1992,12.3963,12.4651,12.3963,12.3963,93500
5/7/1992,12.534,12.6029,12.534,12.534,97500
5/8/1992,12.3274,12.3963,12.3274,12.3963,59000
5/11/1992,12.3274,12.4651,12.3274,12.3274,27200
5/12/1992,12.4651,12.534,12.4651,12.4651,58000
5/13/1992,12.4651,12.6029,12.4651,12.4651,51300
5/14/1992,12.3963,12.534,12.3963,12.4651,40700
5/15/1992,12.3274,12.4651,12.3274,12.3963,23000
5/18/1992,12.4651,12.534,12.4651,12.4651,20600
5/19/1992,12.6029,12.6717,12.6029,12.6029,19700
5/20/1992,12.6029,12.6717,12.6029,12.6029,39500
5/21/1992,12.6029,12.6717,12.6029,12.6029,55200
5/22/1992,12.6029,12.6717,12.6029,12.6029,16200
5/26/1992,12.6029,12.7406,12.6029,12.6029,8400
5/27/1992,12.6029,12.7406,12.6029,12.6029,17700
5/28/1992,12.6029,12.7406,12.6029,12.6029,19500
5/29/1992,12.8783,13.0161,12.8783,12.8783,21100
6/1/1992,12.9472,13.0161,12.9472,12.9472,30400
6/2/1992,12.8783,13.0161,12.8783,12.9472,20400
6/3/1992,12.8783,13.0161,12.8783,12.8783,24200
6/4/1992,12.8783,13.0161,12.8783,12.8783,10100
6/5/1992,13.0849,13.1538,13.0849,13.0849,14200
6/8/1992,13.0161,13.1538,13.0161,13.0849,58200
6/9/1992,12.8783,13.0161,12.8783,13.0161,29000
6/10/1992,12.8783,13.0161,12.8783,12.8783,12300
6/11/1992,13.0161,13.0849,13.0161,13.0161,17100
6/12/1992,12.9472,13.0161,12.9472,13.0161,19400
6/15/1992,12.6717,12.8095,12.6717,12.8095,8500
6/16/1992,12.8783,12.8783,12.7406,12.8095,17900
6/17/1992,12.7406,12.7406,12.6029,12.7406,13200
6/18/1992,12.6029,12.7406,12.534,12.534,15500
6/19/1992,12.6029,12.6029,12.4651,12.534,16200
6/22/1992,12.3963,12.4651,12.3963,12.4651,51400
6/23/1992,12.6767,12.6767,12.5381,12.5381,13500
6/24/1992,12.6767,12.6767,12.5381,12.6767,16800
6/25/1992,12.7459,12.8152,12.6074,12.6767,12400
6/26/1992,12.7459,12.7459,12.6767,12.7459,7700
6/29/1992,12.8152,12.8152,12.6767,12.7459,9500
6/30/1992,12.7459,12.8152,12.6767,12.8152,10900
7/1/1992,12.7459,12.7459,12.6074,12.7459,3500
7/2/1992,13.023,13.023,12.8845,12.8845,12700
7/6/1992,12.8152,13.023,12.8152,13.023,16300
7/7/1992,12.7459,12.8845,12.7459,12.8152,32900
7/8/1992,12.6767,12.8152,12.6767,12.7459,14100
7/9/1992,12.9537,12.9537,12.7459,12.7459,16500
7/10/1992,13.023,13.023,12.8845,12.9537,6600
7/13/1992,13.3001,13.3001,13.2308,13.2308,12900
7/14/1992,13.1616,13.3001,13.1616,13.3001,122800
7/15/1992,13.3001,13.3001,13.1616,13.1616,32900
7/16/1992,13.2308,13.3001,13.1616,13.3001,9800
7/17/1992,13.2308,13.2308,13.0923,13.2308,7000
7/20/1992,12.7459,12.7459,12.6767,12.7459,29000
7/21/1992,12.7459,12.7459,12.6767,12.7459,5400
7/22/1992,12.261,12.261,12.1225,12.261,60700
7/23/1992,12.261,12.3996,12.261,12.261,11000
7/24/1992,12.261,12.261,12.1918,12.261,19600
7/27/1992,12.1918,12.1918,12.0532,12.1918,85500
7/28/1992,12.261,12.261,12.1225,12.1918,74500
7/29/1992,12.1225,12.1225,11.9147,12.1225,87700
7/30/1992,12.1225,12.1225,11.984,12.1225,31900
7/31/1992,12.3303,12.3303,12.1918,12.1918,75700
8/3/1992,12.3303,12.3303,12.1918,12.3303,25600
8/4/1992,12.5381,12.5381,12.3996,12.3996,22900
8/5/1992,12.4689,12.6074,12.4689,12.5381,21200
8/6/1992,12.4689,12.5381,12.3996,12.4689,40800
8/7/1992,12.3303,12.3996,12.1918,12.3996,43200
8/10/1992,12.0532,12.1225,11.9839,12.1225,43900
8/11/1992,11.984,12.1225,11.984,12.0532,11000
8/12/1992,12.0532,12.1225,11.9839,11.9839,21500
8/13/1992,12.1225,12.1225,11.984,12.0532,6600
8/14/1992,12.261,12.261,12.1225,12.1225,45400
8/17/1992,12.261,12.261,12.1225,12.261,9000
8/18/1992,12.1225,12.1225,11.9147,12.1225,35000
8/19/1992,11.984,12.1225,11.984,12.1225,16700
8/20/1992,12.1918,12.1918,12.0532,12.0532,7100
8/21/1992,12.4689,12.6074,12.3996,12.3996,56800
8/24/1992,12.4689,12.6767,12.4689,12.4689,28000
8/25/1992,12.5381,12.6767,12.5381,12.5381,25100
8/26/1992,12.6767,12.6767,12.5381,12.5381,16500
8/27/1992,12.8152,12.8845,12.7459,12.7459,67800
8/28/1992,12.9537,13.0923,12.9537,12.9537,17100
8/31/1992,12.9537,13.0923,12.9537,12.9537,9100
9/1/1992,12.8152,12.8845,12.7459,12.8845,15200
9/2/1992,12.8152,12.8845,12.7459,12.8152,39400
9/3/1992,13.023,13.1616,13.023,13.023,33500
9/4/1992,13.0923,13.2308,13.0923,13.0923,5200
9/8/1992,12.9537,13.0923,12.9537,13.0923,10700
9/9/1992,13.1616,13.1616,13.023,13.023,6400
9/10/1992,13.2308,13.2308,13.0923,13.1616,14900
9/11/1992,12.8152,12.8152,12.6767,12.8152,2300
9/14/1992,12.9537,12.9537,12.8152,12.8152,15400
9/15/1992,12.8845,13.023,12.8845,12.9538,6500
9/16/1992,12.7459,12.8152,12.6767,12.8152,24800
9/17/1992,12.8845,12.8845,12.8152,12.8152,47400
9/18/1992,12.8845,12.9538,12.8152,12.8845,17200
9/21/1992,12.9537,12.9537,12.8845,12.8845,16300
9/22/1992,13.023,13.1616,13.023,13.023,16100
9/23/1992,13.0923,13.1616,13.023,13.023,6300
9/24/1992,12.9537,13.0923,12.9537,13.0923,3100
9/25/1992,12.6767,12.8845,12.6074,12.8845,207200
9/28/1992,12.8845,13.023,12.8845,12.8845,17700
9/29/1992,12.8152,13.0923,12.7459,12.8845,58600
9/30/1992,12.8152,12.9537,12.7459,12.8152,74500
10/1/1992,12.9537,13.0923,12.9537,12.9537,33900
10/2/1992,12.8845,13.023,12.8152,12.9538,51400
10/5/1992,12.8152,12.8845,12.6767,12.8845,26600
10/6/1992,12.8845,12.8845,12.7459,12.8152,12900
10/7/1992,12.8152,12.9537,12.8152,12.8845,7800
10/8/1992,13.023,13.023,12.8845,12.8845,5100
10/9/1992,12.9537,13.0923,12.9537,13.023,18500
10/12/1992,13.1616,13.2308,13.0923,13.0923,13900
10/13/1992,13.023,13.1616,13.023,13.1616,6100
10/14/1992,13.3001,13.3001,13.023,13.023,181500
10/15/1992,13.3001,13.3001,13.1616,13.3001,78700
10/16/1992,13.2308,13.3001,13.1616,13.3001,19500
10/19/1992,12.8152,13.023,12.8152,13.023,29600
10/20/1992,12.7459,12.8152,12.6074,12.8152,20600
10/21/1992,12.5381,12.6074,12.4688,12.6074,13800
10/22/1992,12.5381,12.6767,12.5381,12.5381,8000
10/23/1992,12.6074,12.6074,12.4688,12.5381,2900
10/26/1992,12.4689,12.6074,12.4689,12.6074,16500
10/27/1992,12.6074,12.6074,12.5381,12.5381,25500
10/28/1992,12.3996,12.6074,12.3996,12.6074,13000
10/29/1992,12.4689,12.5381,12.3996,12.3996,17300
10/30/1992,12.5381,12.6074,12.4688,12.4688,11400
11/2/1992,12.4689,12.6074,12.3996,12.5381,31100
11/3/1992,12.4689,12.6074,12.3996,12.4689,13400
11/4/1992,12.5381,12.6074,12.5381,12.5381,14500
11/5/1992,12.3303,12.4688,12.3303,12.4688,9700
11/6/1992,12.1225,12.3996,12.1225,12.3303,26700
11/9/1992,11.9147,12.1225,11.9147,12.1225,79200
11/10/1992,12.1225,12.1225,11.984,11.984,11000
11/11/1992,12.261,12.261,12.1225,12.1225,22400
11/12/1992,12.1918,12.3303,12.1225,12.261,13900
11/13/1992,12.1225,12.1918,12.1225,12.1918,9700
11/16/1992,11.984,12.1225,11.984,12.1225,6100
11/17/1992,11.984,12.1225,11.984,11.984,8100
11/18/1992,12.3303,12.3996,12.261,12.261,8200
11/19/1992,12.4689,12.5381,12.4689,12.4689,7400
11/20/1992,12.5381,12.6767,12.5381,12.5381,3100
11/23/1992,12.6074,12.6074,12.5381,12.5381,14200
11/24/1992,12.5381,12.6767,12.5381,12.6074,4700
11/25/1992,12.6074,12.7459,12.6074,12.6074,9100
11/27/1992,12.5381,12.6074,12.5381,12.6074,5500
11/30/1992,12.6074,12.6767,12.5381,12.5381,18700
12/1/1992,12.5381,12.6767,12.5381,12.6074,15300
12/2/1992,12.7459,12.7459,12.6074,12.6074,145800
12/3/1992,12.7459,12.7459,12.6074,12.7459,12400
12/4/1992,12.6074,12.7459,12.6074,12.7459,9900
12/7/1992,12.8845,12.8845,12.6767,12.6767,20200
12/8/1992,12.9537,13.023,12.8845,12.8845,16800
12/9/1992,13.023,13.023,12.8845,12.9537,7600
12/10/1992,12.8845,13.023,12.8845,13.023,15100
12/11/1992,12.9537,12.9537,12.8152,12.8845,4900
12/14/1992,12.8152,12.8845,12.8152,12.8845,23900
12/15/1992,12.7459,12.8845,12.7459,12.8152,14600
12/16/1992,12.8152,12.9537,12.8152,12.8152,10900
12/17/1992,13.0923,13.2308,13.0923,13.0923,12900
12/18/1992,13.1616,13.2308,13.1616,13.1616,14400
12/21/1992,13.3694,13.4387,13.2308,13.2308,49100
12/22/1992,13.6465,13.6465,13.5079,13.5079,47000
12/23/1992,13.5735,13.7127,13.5735,13.7127,15900
12/24/1992,13.6431,13.7127,13.5735,13.5735,3000
12/28/1992,13.2951,13.3647,13.1559,13.3647,10000
12/29/1992,13.0863,13.2255,13.0863,13.2255,10300
12/30/1992,13.0863,13.2255,13.0863,13.0863,17500
12/31/1992,13.0863,13.2255,13.0863,13.0863,6500
1/4/1993,13.0167,13.1559,13.0167,13.0863,2300
1/5/1993,12.8774,12.947,12.8774,12.947,3900
1/6/1993,12.8078,12.947,12.8078,12.8774,32500
1/7/1993,12.8774,13.0167,12.8774,12.8774,125700
1/8/1993,12.6686,12.8078,12.6686,12.8078,16400
1/11/1993,12.6686,12.8078,12.6686,12.6686,2600
1/12/1993,12.8078,12.8078,12.6686,12.6686,4200
1/13/1993,12.3206,12.5294,12.251,12.5294,26000
1/14/1993,12.4598,12.5294,12.3902,12.3902,11800
1/15/1993,12.3902,12.5294,12.3902,12.4598,8500
1/18/1993,12.5294,12.599,12.4598,12.4598,3900
1/19/1993,12.599,12.6686,12.5294,12.5294,10700
1/20/1993,12.599,12.599,12.4598,12.599,10100
1/21/1993,12.4598,12.5294,12.3902,12.5294,8500
1/22/1993,12.3206,12.3902,12.251,12.3902,16300
1/25/1993,12.251,12.251,12.1117,12.251,7000
1/26/1993,12.0421,12.251,12.0421,12.251,13600
1/27/1993,12.1118,12.251,12.1118,12.1118,10700
1/28/1993,12.3902,12.5294,12.3902,12.3902,16700
1/29/1993,12.5294,12.599,12.5294,12.5294,10700
2/1/1993,12.4598,12.5294,12.3206,12.5294,27700
2/2/1993,12.3206,12.4598,12.3206,12.4598,3800
2/3/1993,12.8078,12.8774,12.6686,12.6686,62800
2/4/1993,12.7382,12.8078,12.6686,12.8078,47000
2/5/1993,12.8078,12.8774,12.6686,12.7382,30400
2/8/1993,12.8774,12.947,12.7382,12.8078,40900
2/9/1993,13.0863,13.0863,12.947,12.947,12300
2/10/1993,13.0167,13.1559,13.0167,13.0863,12300
2/11/1993,13.1559,13.2951,13.0863,13.0863,39800
2/12/1993,12.947,13.0167,12.8774,13.0167,96800
2/16/1993,12.3902,12.6686,12.3902,12.6686,30100
2/17/1993,12.8078,12.8078,12.4598,12.4598,332100
2/18/1993,12.599,12.7382,12.599,12.7382,221500
2/19/1993,12.8774,12.8774,12.7382,12.7382,11100
2/22/1993,12.7382,12.8774,12.7382,12.8774,13800
2/23/1993,12.599,12.7382,12.599,12.7382,45500
2/24/1993,12.5294,12.599,12.5294,12.599,22800
2/25/1993,12.5294,12.6686,12.5294,12.5294,22100
2/26/1993,12.7382,12.7382,12.6686,12.6686,9200
3/1/1993,12.8078,12.8078,12.6686,12.7382,12300
3/2/1993,12.8078,12.8078,12.7382,12.8078,17100
3/3/1993,12.7382,12.8078,12.6686,12.8078,7600
3/4/1993,12.599,12.7382,12.599,12.7382,4200
3/5/1993,12.4598,12.599,12.4598,12.599,12400
3/8/1993,12.8078,12.8774,12.8078,12.8078,16800
3/9/1993,12.6686,12.8774,12.6686,12.8078,12500
3/10/1993,12.947,12.947,12.8774,12.8774,52500
3/11/1993,13.0863,13.1559,13.0166,13.0166,20600
3/12/1993,12.8774,13.0167,12.8774,13.0167,6000
3/15/1993,12.8078,12.947,12.8078,12.8774,3300
3/16/1993,12.947,13.0167,12.8774,12.8774,8300
3/17/1993,13.2951,13.4343,13.2951,13.2951,58400
3/18/1993,13.8519,13.9912,13.5735,13.5735,59000
3/19/1993,13.8519,13.8519,13.7127,13.8519,35900
3/22/1993,13.7127,13.8519,13.7127,13.8519,24500
3/23/1993,13.7823,13.8519,13.7127,13.7127,27300
3/24/1993,13.7823,13.8519,13.7127,13.7823,10800
3/25/1993,13.7823,13.9215,13.7823,13.7823,6000
3/26/1993,13.9215,14.0608,13.8519,13.8519,19300
3/29/1993,14.4088,14.548,14.4088,14.4088,20600
3/30/1993,14.4784,14.548,14.4088,14.4088,26200
3/31/1993,14.6872,14.6872,14.4784,14.4784,104500
4/1/1993,14.9657,15.0353,14.8961,14.8961,8300
4/2/1993,14.9657,14.9657,14.7568,14.9657,83700
4/5/1993,15.1049,15.2441,15.1049,15.1049,11500
4/6/1993,15.1745,15.2441,15.1745,15.1745,25000
4/7/1993,16.4274,16.5666,16.2186,16.2186,114500
4/8/1993,16.8451,16.9147,16.7059,16.7059,35100
4/12/1993,16.6363,16.7755,16.6363,16.7755,67900
4/13/1993,17.0539,17.1235,16.9843,16.9843,37800
4/14/1993,16.7059,16.9147,16.7059,16.7755,64200
4/15/1993,16.7059,16.8451,16.7059,16.7059,30100
4/16/1993,16.6363,16.7059,16.6363,16.6363,36100
4/19/1993,16.7755,16.9147,16.497,16.7755,34000
4/20/1993,16.497,16.7755,16.497,16.6363,125400
4/21/1993,16.4274,16.497,16.4274,16.4274,27900
4/22/1993,16.3578,16.497,16.3578,16.3578,27000
4/23/1993,16.3578,16.497,16.3578,16.3578,9700
4/26/1993,16.497,16.497,16.3578,16.3578,31600
4/27/1993,16.7755,16.9147,16.7755,16.8451,46900
4/28/1993,17.0539,17.1931,17.0539,17.0539,19000
4/29/1993,17.0539,17.1931,17.0539,17.0539,11900
4/30/1993,17.6108,17.6108,17.4715,17.4715,32300
5/3/1993,17.6108,17.6108,17.5412,17.5412,13600
5/4/1993,17.6108,17.6804,17.5412,17.5412,40500
5/5/1993,17.6108,17.6804,17.6108,17.6108,9600
5/6/1993,17.4715,17.6108,17.4715,17.4715,8200
5/7/1993,17.4715,17.6108,17.4715,17.5412,19100
5/10/1993,17.3323,17.4715,17.3323,17.3323,7500
5/11/1993,17.1235,17.2627,17.1235,17.2627,44400
5/12/1993,16.7755,16.9147,16.7755,16.9147,13300
5/13/1993,17.1235,17.1931,16.7755,17.1235,13000
5/14/1993,16.9147,17.0539,16.9147,17.0539,4300
5/17/1993,16.9843,17.0539,16.9147,16.9147,18100
5/18/1993,16.6363,16.7059,16.5666,16.7059,9100
5/19/1993,16.7059,16.8451,16.7059,16.7755,21300
5/20/1993,16.9843,17.0539,16.9843,16.9843,12700
5/21/1993,17.1235,17.2627,17.1235,17.1235,8000
5/24/1993,17.1931,17.1931,17.1931,17.1931,6200
5/25/1993,17.3323,17.4715,17.2627,17.2627,20600
5/26/1993,17.75,17.75,17.5412,17.5412,12100
5/27/1993,17.2627,17.3323,17.2627,17.2627,9100
5/28/1993,16.9843,17.1931,16.9843,17.0539,5200
6/1/1993,16.9147,17.0539,16.9147,16.9147,3700
6/2/1993,16.9147,17.0539,16.9147,16.9147,76300
6/3/1993,17.6108,17.6804,17.4715,17.4715,53500
6/4/1993,17.5412,17.5412,17.4715,17.4715,22300
6/7/1993,17.4715,17.5412,17.4715,17.4715,4100
6/8/1993,17.2627,17.2627,17.1931,17.2627,5800
6/9/1993,17.2627,17.2627,17.1931,17.1931,1800
6/10/1993,17.2627,17.3323,17.2627,17.2627,5200
6/11/1993,17.3323,17.4019,17.3323,17.3323,7900
6/14/1993,17.4019,17.4019,17.2627,17.2627,15000
6/15/1993,16.5666,16.7059,16.4274,16.7059,118100
6/16/1993,16.497,16.6363,16.497,16.5667,24100
6/17/1993,16.5666,16.5666,16.4274,16.5666,107200
6/18/1993,15.9402,16.0098,15.801,15.9402,50700
6/21/1993,15.1049,15.2441,15.1049,15.2441,18800
6/22/1993,15.4529,15.5225,15.3833,15.5225,29800
6/23/1993,15.6063,15.6063,15.4664,15.4664,10400
6/24/1993,15.7463,15.7463,15.6063,15.6063,800
6/25/1993,16.0262,16.0962,15.9562,15.9562,7900
6/28/1993,16.3761,16.4461,16.3761,16.3761,4100
6/29/1993,15.8863,15.9562,15.8863,15.9562,23600
6/30/1993,16.0962,16.1662,16.0262,16.0262,7200
7/1/1993,16.4461,16.4461,16.3062,16.3761,14400
7/2/1993,15.8863,16.0962,15.8863,16.0262,15300
7/6/1993,16.0262,16.0962,15.9562,15.9562,16200
7/7/1993,15.8863,16.0262,15.8163,15.8163,3700
7/8/1993,15.8163,15.8163,15.8163,15.8163,5800
7/9/1993,15.8863,15.8863,15.8163,15.8863,3500
7/12/1993,16.0262,16.1662,16.0262,16.0262,4200
7/13/1993,16.3761,16.4461,16.3761,16.3761,40400
7/14/1993,16.4461,16.4461,16.3761,16.3761,2000
7/15/1993,16.5161,16.5161,16.5161,16.5161,8400
7/16/1993,16.7261,16.796,16.7261,16.796,11800
7/19/1993,16.5861,16.7261,16.5861,16.6561,13800
7/20/1993,16.5161,16.6561,16.5161,16.5161,1800
7/21/1993,16.6561,16.6561,16.5861,16.5861,3100
7/22/1993,16.936,16.936,16.7261,16.866,5100
7/23/1993,16.866,16.866,16.796,16.796,4900
7/26/1993,16.796,16.866,16.796,16.796,4500
7/27/1993,16.936,17.076,16.936,16.936,3600
7/28/1993,17.146,17.3559,17.146,17.146,3600
7/29/1993,17.2859,17.4259,17.2859,17.2859,3300
